Clase;Edad;Sexo;Sobrevivio
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Hombre;No
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;Si
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Adulto;Mujer;No
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;Si
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Hombre;No
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;Si
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tercera;Niño;Mujer;No
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;Si
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
